District,Janpad,Panchayat,Cluster,Subengineer,Work FY,Work Status,Work Code,Work Name,Final Work Category,Original Work Category,Work Type,NREGA Wage Sanction,NREGA Material Sanction,NREGA Total Sanction,NREGA Booked Wages,NREGA Booked Material,NREGA Total Booked,NREGA Total Booked %,VBGRAMG Total Sanction,VBGRAMG Booked Wages,VBGRAMG Booked Material,VBGRAMG Total Booked,VBGRAMG Total Booked %,April Mandays (GP),May Mandays (GP),June Mandays (GP),July Mandays (GP),August Mandays (GP),September Mandays (GP),FY Mandays Total (GP),AF,AG,01 Apr–30 Jun,01 Jul–Today,AJ,AK,AL,AM,AN,AO,AP,AQ,AR,AS,Recovery Done Work,Recovery Amount Rs,Recovery Work Count
SATNA,MAJHGAWAN,PATNAKHURD,MAJHGAWAN,आशीष तिवारी अति0,2025-2026,Ongoing,1712001091/IF/IAY/5416858,Construction of PMAY-G House for Individuals -PMAY-G REG. NO. MP151289419,PMAY-G House,Works on Individuals Land (Category IV),Constr of PMAY-G House for Individuals,23490,0,23490,19206,0,19206.0,0.8176245210727969,27000,0,0,0.0,0.0,0,422,0,38,0,0,460.0,1,0,422.0,0,0,0,0,1,0,0,0.27,0.19206,0.07794,0.7113333333333334,No,0.00,0
SATNA,MAJHGAWAN,PATNAKHURD,MAJHGAWAN,आशीष तिवारी अति0,2025-2026,Ongoing,1712001091/IF/IAY/5416859,Construction of PMAY-G House for Individuals -PMAY-G REG. NO. MP151293141,PMAY-G House,Works on Individuals Land (Category IV),Constr of PMAY-G House for Individuals,23490,0,23490,4698,0,4698.0,0.2,27000,0,0,0.0,0.0,0,422,0,38,0,0,460.0,1,0,422.0,0,0,1,0,0,0,0,0.27,0.04698,0.22302,0.174,No,0.00,0
SATNA,MAJHGAWAN,PATNAKHURD,MAJHGAWAN,आशीष तिवारी अति0,2025-2026,Ongoing,1712001091/IF/IAY/5417289,Construction of PMAY-G House for Individuals -PMAY-G REG. NO. MP125091808,PMAY-G House,Works on Individuals Land (Category IV),Constr of PMAY-G House for Individuals,23490,0,23490,9396,0,9396.0,0.4,27000,0,0,0.0,0.0,0,422,0,38,0,0,460.0,1,0,422.0,0,0,0,1,0,0,0,0.27,0.09396,0.17604,0.348,No,0.00,0
SATNA,MAJHGAWAN,PATNAKHURD,MAJHGAWAN,आशीष तिवारी अति0,2025-2026,Ongoing,1712001091/IF/IAY/5417721,Construction of PMAY-G House for Individuals -PMAY-G REG. NO. MP125052391,PMAY-G House,Works on Individuals Land (Category IV),Constr of PMAY-G House for Individuals,23490,0,23490,12528,0,12528.0,0.5333333333333333,27000,0,0,0.0,0.0,0,422,0,38,0,0,460.0,1,0,422.0,0,0,0,1,0,0,0,0.27,0.12528,0.14472,0.464,No,0.00,0
SATNA,MAJHGAWAN,PATNAKHURD,MAJHGAWAN,आशीष तिवारी अति0,2025-2026,Ongoing,1712001091/IF/IAY/5418180,Construction of PMAY-G House for Individuals -PMAY-G REG. NO. MP151287146,PMAY-G House,Works on Individuals Land (Category IV),Constr of PMAY-G House for Individuals,23490,0,23490,7308,0,7308.0,0.3111111111111111,27000,0,0,0.0,0.0,0,422,0,38,0,0,460.0,1,0,422.0,0,0,0,1,0,0,0,0.27,0.07308,0.19692,0.27066666666666667,No,0.00,0
SATNA,MAJHGAWAN,PATNAKHURD,MAJHGAWAN,आशीष तिवारी अति0,2025-2026,Ongoing,1712001091/IF/IAY/5418318,Construction of PMAY-G House for Individuals -PMAY-G REG. NO. MP122855124,PMAY-G House,Works on Individuals Land (Category IV),Constr of PMAY-G House for Individuals,23490,0,23490,3132,0,3132.0,0.13333333333333333,0,0,0,0.0,0,0,422,0,38,0,0,460.0,1,0,422.0,0,0,1,0,0,0,0,0.2349,0.03132,0.20358,0.13333333333333333,No,0.00,0
SATNA,MAJHGAWAN,PATNAKHURD,MAJHGAWAN,आशीष तिवारी अति0,2025-2026,Ongoing,1712001091/IF/IAY/5418346,Construction of PMAY-G House for Individuals -PMAY-G REG. NO. MP125092182,PMAY-G House,Works on Individuals Land (Category IV),Constr of PMAY-G House for Individuals,23490,0,23490,1566,0,1566.0,0.06666666666666667,27000,0,0,0.0,0.0,0,422,0,38,0,0,460.0,1,0,422.0,0,0,1,0,0,0,0,0.27,0.01566,0.25434,0.058,No,0.00,0
SATNA,MAJHGAWAN,PATNAKHURD,MAJHGAWAN,आशीष तिवारी अति0,2025-2026,Ongoing,1712001091/IF/IAY/5418905,Construction of PMAY-G House for Individuals -PMAY-G REG. NO. MP151295550,PMAY-G House,Works on Individuals Land (Category IV),Constr of PMAY-G House for Individuals,23490,0,23490,14355,0,14355.0,0.6111111111111112,27000,0,0,0.0,0.0,0,422,0,38,0,0,460.0,1,0,422.0,0,0,0,1,0,0,0,0.27,0.14355,0.12645,0.5316666666666666,No,0.00,0
SATNA,MAJHGAWAN,PATNAKHURD,MAJHGAWAN,आशीष तिवारी अति0,2025-2026,Ongoing,1712001091/IF/IAY/5418906,Construction of PMAY-G House for Individuals -PMAY-G REG. NO. MP151304170,PMAY-G House,Works on Individuals Land (Category IV),Constr of PMAY-G House for Individuals,23490,0,23490,3132,0,3132.0,0.13333333333333333,27000,0,0,0.0,0.0,0,422,0,38,0,0,460.0,1,0,422.0,0,0,1,0,0,0,0,0.27,0.03132,0.23868,0.116,No,0.00,0
SATNA,MAJHGAWAN,PATNAKHURD,MAJHGAWAN,आशीष तिवारी अति0,2025-2026,Ongoing,1712001091/IF/IAY/5418956,Construction of PMAY-G House for Individuals -PMAY-G REG. NO. MP125075691,PMAY-G House,Works on Individuals Land (Category IV),Constr of PMAY-G House for Individuals,23490,0,23490,10746,0,10746.0,0.4574712643678161,27000,0,0,0.0,0.0,0,422,0,38,0,0,460.0,1,0,422.0,0,0,0,1,0,0,0,0.27,0.10746,0.16254,0.398,No,0.00,0
SATNA,MAJHGAWAN,PATNAKHURD,MAJHGAWAN,आशीष तिवारी अति0,2025-2026,Ongoing,1712001091/IF/IAY/5419170,Construction of PMAY-G House for Individuals -PMAY-G REG. NO. MP151289838,PMAY-G House,Works on Individuals Land (Category IV),Constr of PMAY-G House for Individuals,23490,0,23490,14616,0,14616.0,0.6222222222222222,27000,0,0,0.0,0.0,0,422,0,38,0,0,460.0,1,0,422.0,0,0,0,1,0,0,0,0.27,0.14616,0.12384,0.5413333333333333,No,0.00,0
SATNA,MAJHGAWAN,PATNAKHURD,MAJHGAWAN,आशीष तिवारी अति0,2025-2026,Ongoing,1712001091/IF/IAY/5419273,Construction of PMAY-G House for Individuals -PMAY-G REG. NO. MP125343106,PMAY-G House,Works on Individuals Land (Category IV),Constr of PMAY-G House for Individuals,23490,0,23490,11745,0,11745.0,0.5,27000,4200,0,4200.0,0.15555555555555556,0,422,0,38,0,0,460.0,1,0,422.0,0,0,0,1,0,0,0,0.27,0.11745,0.15255,0.435,No,0.00,0
SATNA,MAJHGAWAN,PATNAKHURD,MAJHGAWAN,आशीष तिवारी अति0,2025-2026,Ongoing,1712001091/IF/IAY/5419298,Construction of PMAY-G House for Individuals -PMAY-G REG. NO. MP125053054,PMAY-G House,Works on Individuals Land (Category IV),Constr of PMAY-G House for Individuals,23490,0,23490,8091,0,8091.0,0.34444444444444444,27000,0,0,0.0,0.0,0,422,0,38,0,0,460.0,1,0,422.0,0,0,0,1,0,0,0,0.27,0.08091,0.18909,0.2996666666666667,No,0.00,0
SATNA,MAJHGAWAN,PATNAKHURD,MAJHGAWAN,आशीष तिवारी अति0,2025-2026,Ongoing,1712001091/IF/IAY/5419356,Construction of PMAY-G House for Individuals -PMAY-G REG. NO. MP122874871,PMAY-G House,Works on Individuals Land (Category IV),Constr of PMAY-G House for Individuals,23490,0,23490,9396,0,9396.0,0.4,27000,0,0,0.0,0.0,0,422,0,38,0,0,460.0,1,0,422.0,0,0,0,1,0,0,0,0.27,0.09396,0.17604,0.348,No,0.00,0
SATNA,MAJHGAWAN,PATNAKHURD,MAJHGAWAN,आशीष तिवारी अति0,2025-2026,Ongoing,1712001091/IF/IAY/5419370,Construction of PMAY-G House for Individuals -PMAY-G REG. NO. MP119358764,PMAY-G House,Works on Individuals Land (Category IV),Constr of PMAY-G House for Individuals,23490,0,23490,9180,0,9180.0,0.39080459770114945,27000,0,0,0.0,0.0,0,422,0,38,0,0,460.0,1,0,422.0,0,0,0,1,0,0,0,0.27,0.0918,0.1782,0.34,No,0.00,0
SATNA,MAJHGAWAN,PATNAKHURD,MAJHGAWAN,आशीष तिवारी अति0,2025-2026,Ongoing,1712001091/IF/IAY/5660554,Construction of PMAY-G House for Individuals -PMAY-G REG. NO. MP127313392,PMAY-G House,Works on Individuals Land (Category IV),Constr of PMAY-G House for Individuals,23490,0,23490,7308,0,7308.0,0.3111111111111111,27000,0,0,0.0,0.0,0,422,0,38,0,0,460.0,1,0,422.0,0,0,0,1,0,0,0,0.27,0.07308,0.19692,0.27066666666666667,No,0.00,0
SATNA,MAJHGAWAN,PATNAKHURD,MAJHGAWAN,आशीष तिवारी अति0,2025-2026,Ongoing,1712001091/IF/IAY/5660945,Construction of PMAY-G House for Individuals -PMAY-G REG. NO. MP125051982,PMAY-G House,Works on Individuals Land (Category IV),Constr of PMAY-G House for Individuals,23490,0,23490,6786,0,6786.0,0.28888888888888886,27000,0,0,0.0,0.0,0,422,0,38,0,0,460.0,1,0,422.0,0,0,0,1,0,0,0,0.27,0.06786,0.20214,0.25133333333333335,No,0.00,0
SATNA,MAJHGAWAN,PATNAKHURD,MAJHGAWAN,आशीष तिवारी अति0,2021-2022,Ongoing,1712001091/LD/22012034558875,चारागाह विकास कार्य गौशाला के पास,Gap Filling in Plantation,Land Development,Construction of Earthen graded Bund for Community,503404.01,297682.15999999997,801374,1158,0,1158.0,0.0014450181812736625,801374,0,0,0.0,0.0,0,422,0,38,0,0,460.0,1,0,422.0,0,0,1,0,0,0,0,8.01374,0.01158,8.00216,0.0014450181812736625,No,0.00,0
SATNA,MAJHGAWAN,PATNAKHURD,MAJHGAWAN,आशीष तिवारी अति0,2023-2024,Ongoing,1712001091/WC/22012035053424,jsa gully plug nirman kary lohwa nala 3,Gully Plug,Water Conservation and Water Harvesting,Constr of Level Bench Terrace Terrace for Comm,235595.69,50172.56,285769,159881,14350,174231.0,0.6096917440310181,285769,0,0,0.0,0.0,0,422,0,38,0,0,460.0,1,0,422.0,0,0,0,0,1,0,0,2.85769,1.74231,1.11538,0.6096917440310181,No,0.00,0
SATNA,MAJHGAWAN,PATNAKHURD,MAJHGAWAN,आशीष तिवारी अति0,2023-2024,Ongoing,1712001091/WC/22012035115726,Ring Bund niramn kary bander chuii nala me kanpur,Cement Concrete,Water Conservation and Water Harvesting,Constr of Masonry/CC Anicut for Community,251953.78,1035554.73,1287509,250710,1035073.98,1285783.98,0.9986601880064527,1287509,0,0,0.0,0.0,0,422,0,38,0,0,460.0,1,0,422.0,0,0,0,0,0,0,1,12.87509,12.857839799999999,0.017250200000000188,0.9986601880064527,No,0.00,0
SATNA,MAJHGAWAN,PINDRA,PINDRA,रमाकांत त्रिपाठी,2023-2024,Ongoing,1712001034/AV/22012034645871,पेवर ब्लाक PDS दुकान पिंडरा,Pewar Block,Anganwadi/Other Rural Infrastructure,Constr of Interlocking block/tiles Roads for Comm,29000,0,204000,442,0,442.0,0.0021666666666666666,204000,0,0,0.0,0.0,0,0,0,0,0,0,0.0,0,1,0.0,0,0,1,0,0,0,0,2.04,0.00442,2.03558,0.0021666666666666666,No,0.00,0
SATNA,MAJHGAWAN,PINDRA,PINDRA,रमाकांत त्रिपाठी,2023-2024,Ongoing,1712001034/AV/22012034645873,पेवर ब्लाक पंचायत भवन परिसर,Panchayat and Community Hall,Anganwadi/Other Rural Infrastructure,Constr of Interlocking block/tiles Roads for Comm,52000,0,370000,442,0,442.0,0.0011945945945945947,370000,0,0,0.0,0.0,0,0,0,0,0,0,0.0,0,1,0.0,0,0,1,0,0,0,0,3.7,0.00442,3.69558,0.0011945945945945947,No,0.00,0
SATNA,MAJHGAWAN,PINDRA,PINDRA,रमाकांत त्रिपाठी,2023-2024,Ongoing,1712001034/AV/22012034649661,पुलिया निर्माण कृष्णाऔतार द्विवेदी के खेत के पास पौराणिक टोला चौरहा मार्ग में ग्राम पंचायत पिण्डरा,Pulya,Anganwadi/Other Rural Infrastructure,Constr of Culvert/cross drainage work for Comm,31000,0,212000,29835,0,29835.0,0.1407311320754717,212000,0,0,0.0,0.0,0,0,0,0,0,0,0.0,0,1,0.0,0,0,1,0,0,0,0,2.12,0.29835,1.82165,0.1407311320754717,No,0.00,0
SATNA,MAJHGAWAN,PINDRA,PINDRA,रमाकांत त्रिपाठी,2025-2026,Ongoing,1712001034/IF/22012035399253,Jal Ganga sanvardhan abhiyan kheta talab chandrashekhar dwivedi /kallu dwivedi,Farm Pond,Works on Individuals Land (Category IV),Construction of Farm Ponds for Individuals,273931.27,46067.15,320000,44892,0,44892.0,0.1402875,320000,0,0,0.0,0.0,0,0,0,0,0,0,0.0,0,1,0.0,0,0,1,0,0,0,0,3.2,0.44892,2.75108,0.1402875,No,0.00,0
SATNA,MAJHGAWAN,PINDRA,PINDRA,रमाकांत त्रिपाठी,2025-2026,Ongoing,1712001034/IF/22012035511612,Jal Ganga sanvardhan abhiyan kheta talab natthu verma s/o babulal verma,Farm Pond,Works on Individuals Land (Category IV),Construction of Farm Ponds for Individuals,273931.27,46067.15,320000,0,0,0.0,0.0,320000,0,0,0.0,0.0,0,0,0,0,0,0,0.0,0,1,0.0,0,1,0,0,0,0,0,3.2,0.0,3.2,0.0,No,0.00,0
SATNA,MAJHGAWAN,PINDRA,PINDRA,रमाकांत त्रिपाठी,2025-2026,Ongoing,1712001034/IF/22012035511760,Jal Ganga sanvardhan abhiyan kheta talab Pappu Verma s/o Babulal Verma,Farm Pond,Works on Individuals Land (Category IV),Construction of Farm Ponds for Individuals,273931.27,46067.15,320000,0,0,0.0,0.0,320000,0,0,0.0,0.0,0,0,0,0,0,0,0.0,0,1,0.0,0,1,0,0,0,0,0,3.2,0.0,3.2,0.0,No,0.00,0
SATNA,MAJHGAWAN,PINDRA,PINDRA,रमाकांत त्रिपाठी,2025-2026,Ongoing,1712001034/IF/22012035614155,एक बगिया मां के नाम संतोष कुशवाहा पति रामहृदय कुशवाहा समग्र आईडी 143198139,Ek Bagiya Maa Ke Naam,Works on Individuals Land (Category IV),Block Plantation-Hort-Trees in fields-Individuals,111586.16,149563.23000000001,261332,2000,40795.56,42795.56,0.1637593559150812,261332,0,0,0.0,0.0,0,0,0,0,0,0,0.0,0,1,0.0,0.0,0,1,0,0,0,0,2.61332,0.4279556,2.1853644,0.1637593559150812,No,0.00,0
SATNA,MAJHGAWAN,PINDRA,PINDRA,रमाकांत त्रिपाठी,2023-2024,Ongoing,1712001034/IF/IAY/1183178,Construction of IAY House -IAY REG. NO. MP1833518,PMAY-G House,Works on Individuals Land (Category IV),IAY Houses,23490,0,23490,8484,0,8484.0,0.3611749680715198,27000,0,0,0.0,0.0,0,0,0,0,0,0,0.0,0,1,0.0,0,0,0,1,0,0,0,0.27,0.08484,0.18516,0.31422222222222224,No,0.00,0
SATNA,MAJHGAWAN,PINDRA,PINDRA,रमाकांत त्रिपाठी,2024-2025,Ongoing,1712001034/IF/IAY/128652,Construction of IAY House -IAY REG. NO. MP-12-001-034-001/7008,PMAY-G House,Works on Individuals Land (Category IV),IAY Houses,23490,0,23490,11664,0,11664.0,0.496551724137931,27000,0,0,0.0,0.0,0,0,0,0,0,0,0.0,0,1,0.0,0,0,0,1,0,0,0,0.27,0.11664,0.15336,0.432,No,0.00,0
SATNA,MAJHGAWAN,PINDRA,PINDRA,रमाकांत त्रिपाठी,2024-2025,Ongoing,1712001034/IF/IAY/132064,Construction of IAY House -IAY REG. NO. MP-12-001-034-001/41344,PMAY-G House,Works on Individuals Land (Category IV),IAY Houses,23490,0,23490,11664,0,11664.0,0.496551724137931,27000,0,0,0.0,0.0,0,0,0,0,0,0,0.0,0,1,0.0,0,0,0,1,0,0,0,0.27,0.11664,0.15336,0.432,No,0.00,0
SATNA,MAJHGAWAN,PINDRA,PINDRA,रमाकांत त्रिपाठी,2024-2025,Ongoing,1712001034/IF/IAY/1759962,Construction of IAY House -IAY REG. NO. MP1546979,PMAY-G House,Works on Individuals Land (Category IV),IAY Houses,23490,0,23490,8505,0,8505.0,0.3620689655172414,27000,0,0,0.0,0.0,0,0,0,0,0,0,0.0,0,1,0.0,0,0,0,1,0,0,0,0.27,0.08505,0.18495,0.315,No,0.00,0
SATNA,MAJHGAWAN,PINDRA,PINDRA,रमाकांत त्रिपाठी,2024-2025,Ongoing,1712001034/IF/IAY/2329955,Construction of PMAY-G House for Individuals -PMAY-G REG. NO. MP1859910,PMAY-G House,Works on Individuals Land (Category IV),Constr of PMAY-G House for Individuals,23490,0,23490,8748,0,8748.0,0.3724137931034483,27000,0,0,0.0,0.0,0,0,0,0,0,0,0.0,0,1,0.0,0,0,0,1,0,0,0,0.27,0.08748,0.18252,0.324,No,0.00,0
SATNA,MAJHGAWAN,PINDRA,PINDRA,रमाकांत त्रिपाठी,2022-2023,Ongoing,1712001034/IF/IAY/3408382,Construction of PMAY-G House for Individuals -PMAY-G REG. NO. MP4579004,PMAY-G House,Works on Individuals Land (Category IV),Constr of PMAY-G House for Individuals,23490,0,23490,14688,0,14688.0,0.6252873563218391,27000,0,0,0.0,0.0,0,0,0,0,0,0,0.0,0,1,0.0,0,0,0,1,0,0,0,0.27,0.14688,0.12312,0.544,No,0.00,0
SATNA,MAJHGAWAN,PINDRA,PINDRA,रमाकांत त्रिपाठी,2023-2024,Ongoing,1712001034/IF/IAY/3409140,Construction of PMAY-G House for Individuals -PMAY-G REG. NO. MP4524214,PMAY-G House,Works on Individuals Land (Category IV),Constr of PMAY-G House for Individuals,23490,0,23490,10608,0,10608.0,0.4515964240102171,27000,0,0,0.0,0.0,0,0,0,0,0,0,0.0,0,1,0.0,0,0,0,1,0,0,0,0.27,0.10608,0.16392,0.3928888888888889,No,0.00,0
SATNA,MAJHGAWAN,PINDRA,PINDRA,रमाकांत त्रिपाठी,2023-2024,Ongoing,1712001034/IF/IAY/3453509,Construction of PMAY-G House for Individuals -PMAY-G REG. NO. MP4414723,PMAY-G House,Works on Individuals Land (Category IV),Constr of PMAY-G House for Individuals,23490,0,23490,14052,0,14052.0,0.5982120051085569,27000,0,0,0.0,0.0,0,0,0,0,0,0,0.0,0,1,0.0,0,0,0,1,0,0,0,0.27,0.14052,0.12948,0.5204444444444445,No,0.00,0
SATNA,MAJHGAWAN,PINDRA,PINDRA,रमाकांत त्रिपाठी,2022-2023,Ongoing,1712001034/IF/IAY/3513219,Construction of PMAY-G House for Individuals -PMAY-G REG. NO. MP2234553,PMAY-G House,Works on Individuals Land (Category IV),Constr of PMAY-G House for Individuals,23490,0,23490,14688,0,14688.0,0.6252873563218391,27000,0,0,0.0,0.0,0,0,0,0,0,0,0.0,0,1,0.0,0,0,0,1,0,0,0,0.27,0.14688,0.12312,0.544,No,0.00,0
SATNA,MAJHGAWAN,PINDRA,PINDRA,रमाकांत त्रिपाठी,2023-2024,Ongoing,1712001034/IF/IAY/3581832,Construction of PMAY-G House for Individuals -PMAY-G REG. NO. MP5325468,PMAY-G House,Works on Individuals Land (Category IV),Constr of PMAY-G House for Individuals,23490,0,23490,5304,0,5304.0,0.22579821200510855,27000,0,0,0.0,0.0,0,0,0,0,0,0,0.0,0,1,0.0,0,0,1,0,0,0,0,0.27,0.05304,0.21696,0.19644444444444445,No,0.00,0
SATNA,MAJHGAWAN,PINDRA,PINDRA,रमाकांत त्रिपाठी,2022-2023,Ongoing,1712001034/IF/IAY/3628798,Construction of PMAY-G House for Individuals -PMAY-G REG. NO. MP5744764,PMAY-G House,Works on Individuals Land (Category IV),Constr of PMAY-G House for Individuals,23490,0,23490,7344,0,7344.0,0.31264367816091954,27000,0,0,0.0,0.0,0,0,0,0,0,0,0.0,0,1,0.0,0,0,0,1,0,0,0,0.27,0.07344,0.19656,0.272,No,0.00,0
SATNA,MAJHGAWAN,PINDRA,PINDRA,रमाकांत त्रिपाठी,2019-2020,Ongoing,1712001034/LD/22012034472129,चारागाह विकास कार्य गौशाला के पास पिंडरा,Gap Filling in Plantation,Land Development,Dev of Silvipasture Grassslands for Community,459062.8,314986.69,774336,118579.4,0,118579.4,0.15313688114720225,774336,0,0,0.0,0.0,0,0,0,0,0,0,0.0,0,1,0.0,0,0,1,0,0,0,0,7.74336,1.185794,6.557566,0.15313688114720225,No,0.00,0
SATNA,MAJHGAWAN,PINDRA,PINDRA,रमाकांत त्रिपाठी,2023-2024,Ongoing,1712001034/RC/22012034658444,पीसीसी रोड निर्माण मुख्य मार्ग से PDS दुकान तक,Cement Concrete,Rural Connectivity,Constr of Cement Concrete Roads for Comm,90000,0,447000,663,0,663.0,0.0014832214765100671,447000,0,0,0.0,0.0,0,0,0,0,0,0,0.0,0,1,0.0,0,0,1,0,0,0,0,4.47,0.00663,4.46337,0.0014832214765100671,No,0.00,0
SATNA,MAJHGAWAN,PINDRA,PINDRA,रमाकांत त्रिपाठी,2024-2025,Ongoing,1712001034/RC/22012034834877,पीसीसी रोड निर्माण रामनरेश द्विवेदी के घर से पौराणिक टोला बरूआ तक,Cement Concrete,Rural Connectivity,Constr of Cement Concrete Roads for Comm,107000,0,644000,48564,0,48564.0,0.07540993788819876,644000,0,0,0.0,0.0,0,0,0,0,0,0,0.0,0,1,0.0,0,0,1,0,0,0,0,6.44,0.48564,5.95436,0.07540993788819876,No,0.00,0
SATNA,MAJHGAWAN,PINDRA,PINDRA,रमाकांत त्रिपाठी,2024-2025,Ongoing,1712001034/RC/22012034834878,पीसीसी रोड निर्माण हनुमान मंदिर से कमला द्विवेदी के घर तक,Cement Concrete,Rural Connectivity,Constr of Cement Concrete Roads for Comm,186000,0,1119000,38997,0,38997.0,0.03484986595174263,1119000,0,0,0.0,0.0,0,0,0,0,0,0,0.0,0,1,0.0,0,0,1,0,0,0,0,11.19,0.38997,10.80003,0.03484986595174263,No,0.00,0
SATNA,MAJHGAWAN,PINDRA,PINDRA,रमाकांत त्रिपाठी,2021-2022,Ongoing,1712001034/RS/22012034597320,कचरा संगहण केन्‍द्र(सेग्रीगे्शन) सेड निर्माण कार्य ग्राम कूडी ग्राम पंचायत पिण्‍डरा,SBM Works,Rural Sanitation,Construction of Stabilization Pond for Community,100000,0,530000,2316,0,2316.0,0.004369811320754717,530000,0,0,0.0,0.0,0,0,0,0,0,0,0.0,0,1,0.0,0,0,1,0,0,0,0,5.3,0.02316,5.27684,0.004369811320754717,Yes,2316.00,1
SATNA,MAJHGAWAN,PINDRA,PINDRA,रमाकांत त्रिपाठी,2019-2020,Ongoing,1712001034/WC/22012034509436,Dug Pond Nirman Triveni Barua GP Pindra,Dug Pond,Water Conservation and Water Harvesting,Constr of Earthen peripheral Bund for Community,1301244.18,171986.05,1473518,176,0,176.0,0.00011944204278468264,1473518,0,0,0.0,0.0,0,0,0,0,0,0,0.0,0,1,0.0,0,0,1,0,0,0,0,14.73518,0.00176,14.73342,0.00011944204278468264,Yes,176.00,1
SATNA,SATNA,JAMODI,PHUTAUNDHA,आशुतोष वर्मा,2020-2021,Ongoing,1712002079/IF/22012034556438,MED BANDHAN SHIVNARAYAN YADAV,Medh Bandhan,Works on Individuals Land (Category IV),Constr of Earthen graded Bund for Individuals,45141.35,7990.61,53297,1920,0,1920.0,0.0360245417190461,53297,0,0,0.0,0.0,0,0,520,8,1,0,529.0,1,0,520.0,0,0,1,0,0,0,0,0.53297,0.0192,0.51377,0.0360245417190461,No,0.00,0
SATNA,MAJHGAWAN,PIPARITOLA,BADKHERA,अखिलेश सोनी,2022-2023,Ongoing,1712001039/AV/22012034620899,SHANTIDHAM NIRMAN TALAB KE PASS PIPARITOLA,Crematorium,Anganwadi/Other Rural Infrastructure,Constr of drain for coastal protection for Comm.,32476.46,260388.9,293154,2,0,2.0,6.8223527565716314e-06,293154,0,0,0.0,0.0,11,435,400,32,0,0,878.0,1,0,846.0,0,0,1,0,0,0,0,2.93154,2e-05,2.93152,6.8223527565716314e-06,No,0.00,0
SATNA,MAJHGAWAN,PIPARITOLA,BADKHERA,अखिलेश सोनी,2022-2023,Ongoing,1712001039/DP/22012034568798,व़क्षारोपण कार्य सडक के किनारे दोनो तरफ मौनी बाबा आश्रम से आंगनबाडी तक,Gap Filling in Plantation,Drought Proofing,Road Line Plantation of Shelter Belt Trees-Comm,207388.89,227907.24,435586,162900.28,141558.85999999999,304459.14,0.6989644754422778,435586,0,0,0.0,0.0,11,435,400,32,0,0,878.0,1,0,846.0,0,0,0,0,1,0,0,4.35586,3.0445914000000003,1.3112685999999998,0.6989644754422778,No,0.00,0
SATNA,MAJHGAWAN,PIPARITOLA,BADKHERA,अखिलेश सोनी,2023-2024,Ongoing,1712001039/DP/22012034576658,वृक्षारोपण कार्य राम सजीवन कुशवाहा के घर से प्राथमिक शाला तालाब तक,Gap Filling in Plantation,Drought Proofing,Block Plantation of Forestry-in Fields-Community,305386.44,254388.53,560087,157631.09,96947.3,254578.39,0.4545336528075103,560087,0,0,0.0,0.0,11,435,400,32,0,0,878.0,1,0,846.0,0,0,0,1,0,0,0,5.60087,2.5457839,3.0550861,0.4545336528075103,No,0.00,0
SATNA,MAJHGAWAN,PIPARITOLA,BADKHERA,अखिलेश सोनी,2019-2020,Ongoing,1712001039/IF/22012034483089,कपिल धारा कूप निर्माण रामबहोरी / विश्राम गडरिया पिपरीटोला,Kapil Dhara,Works on Individuals Land (Category IV),Constr of Irrigation Open Well for Individuals,164196.65,172940.14,337302,148600,47013.29,195613.29,0.5799351619616843,337302,0,0,0.0,0.0,11,435,400,32,0,0,878.0,1,0,846.0,0,0,0,1,0,0,0,3.37302,1.9561329,1.4168870999999998,0.5799351619616843,No,0.00,0
SATNA,MAJHGAWAN,PIPARITOLA,BADKHERA,अखिलेश सोनी,2023-2024,Ongoing,1712001039/IF/22012035089070,Kapil Dhara Koop Nirman Shrinarayan Mishra pita Ramcharan,Kapil Dhara,Works on Individuals Land (Category IV),Constr of Irrigation Open Well for Individuals,206178.68,197136.82,403495,146030,49287.56,195317.56,0.48406438741496177,403495,0,0,0.0,0.0,11,435,400,32,0,0,878.0,1,0,846.0,0,0,0,1,0,0,0,4.03495,1.9531756,2.0817744,0.48406438741496177,No,0.00,0
SATNA,MAJHGAWAN,PIPARITOLA,BADKHERA,अखिलेश सोनी,2025-2026,Ongoing,1712001039/IF/22012035270198,खेत तालाब निर्माण अखिलेश पांडे पिता प्रेमलाल पांडे पिपरीटोला,Farm Pond,Works on Individuals Land (Category IV),Construction of Farm Ponds for Individuals,316957.25,55248.86,372525,118564,44994.6,163558.6,0.43905402321991815,372525,0,0,0.0,0.0,11,435,400,32,0,0,878.0,1,0,846.0,0,0,0,1,0,0,0,3.72525,1.635586,2.089664,0.43905402321991815,No,0.00,0
SATNA,MAJHGAWAN,PIPARITOLA,BADKHERA,अखिलेश सोनी,2026-2027,Ongoing,1712001039/IF/22012035528491,JGSA Khet Talab Nirman Bhola Prasad Tiwari Pita Lalji Tiwari Piparitola,Farm Pond,Works on Individuals Land (Category IV),Construction of Farm Ponds for Individuals,242150.25,42449.42,284916,3393,0,3393.0,0.011908773112075138,284916,0,0,0.0,0.0,11,435,400,32,0,0,878.0,1,0,846.0,0,0,1,0,0,0,0,2.84916,0.03393,2.81523,0.011908773112075138,No,0.00,0
