S.No.,District Name,Janpad / Block Name,Panchayat Name,Work Start Fin Year,Work Status,Work Code,Work Name,Work Type,Sanction Wages (Rs),Sanction Material (Rs),Total Sanction (Rs),Booked Current FY Wages (Rs),Booked Current FY Material (Rs),Paid Current FY Wages (Rs),Paid Current FY Material (Rs),Booked Since Inception Wages (Rs),Booked Since Inception Material (Rs),Paid Since Inception Wages (Rs),Paid Since Inception Material (Rs),Total Mandays,Mandays Generated Current FY
9531,SATNA,RAMNAGAR,MANKAHRI,2025-2026,Ongoing,1712007002/IF/IAY/5421871,Construction of PMAY-G House for Individuals -PMAY-G REG. NO. MP127859135,PMAY-G,23490,0,23490,0,0,0,0,0,0,0,0,0,0
9532,SATNA,RAMNAGAR,MANKAHRI,2025-2026,Ongoing,1712007002/IF/IAY/5422108,Construction of PMAY-G House for Individuals -PMAY-G REG. NO. MP150612558,PMAY-G,23490,0,23490,0,0,0,0,0,0,0,0,0,0
9533,SATNA,RAMNAGAR,MANKAHRI,2025-2026,Ongoing,1712007002/IF/IAY/5422539,Construction of PMAY-G House for Individuals -PMAY-G REG. NO. MP127862092,PMAY-G,23490,0,23490,0,0,0,0,0,0,0,0,0,0
9534,SATNA,RAMNAGAR,MANKAHRI,2025-2026,Ongoing,1712007002/IF/IAY/5617117,Construction of PMAY-G House for Individuals -PMAY-G REG. NO. MP128475798,PMAY-G,23490,0,23490,0,0,0,0,0,0,0,0,0,0
9535,SATNA,RAMNAGAR,MANKAHRI,2025-2026,Ongoing,1712007002/IF/IAY/5785122,Construction of PMAY-G House for Individuals -PMAY-G REG. NO. MP129186085,PMAY-G,23490,0,23490,0,0,0,0,0,0,0,0,0,0
9536,SATNA,RAMNAGAR,MANKAHRI,2025-2026,Ongoing,1712007002/IF/IAY/5785190,Construction of PMAY-G House for Individuals -PMAY-G REG. NO. MP150214740,PMAY-G,23490,0,23490,0,0,0,0,0,0,0,0,0,0
9537,SATNA,RAMNAGAR,MANKAHRI,2025-2026,Ongoing,1712007002/IF/IAY/5785191,Construction of PMAY-G House for Individuals -PMAY-G REG. NO. MP150215092,PMAY-G,23490,0,23490,0,0,0,0,0,0,0,0,0,0
9538,SATNA,RAMNAGAR,MANKAHRI,2025-2026,Ongoing,1712007002/IF/IAY/5785216,Construction of PMAY-G House for Individuals -PMAY-G REG. NO. MP128213801,PMAY-G,23490,0,23490,0,0,0,0,0,0,0,0,0,0
9539,SATNA,RAMNAGAR,MANKAHRI,2025-2026,Ongoing,1712007002/IF/IAY/5785376,Construction of PMAY-G House for Individuals -PMAY-G REG. NO. MP106888296,PMAY-G,23490,0,23490,0,0,0,0,0,0,0,0,0,0
9540,SATNA,RAMNAGAR,MANKAHRI,2025-2026,Ongoing,1712007002/IF/IAY/5785447,Construction of PMAY-G House for Individuals -PMAY-G REG. NO. MP135118099,PMAY-G,23490,0,23490,0,0,0,0,0,0,0,0,0,0
9541,SATNA,RAMNAGAR,MANKAHRI,2025-2026,Ongoing,1712007002/IF/IAY/5785505,Construction of PMAY-G House for Individuals -PMAY-G REG. NO. MP150116508,PMAY-G,23490,0,23490,0,0,0,0,0,0,0,0,0,0
9542,SATNA,RAMNAGAR,MANKAHRI,2025-2026,Ongoing,1712007002/IF/IAY/5785612,Construction of PMAY-G House for Individuals -PMAY-G REG. NO. MP150087682,PMAY-G,23490,0,23490,0,0,0,0,0,0,0,0,0,0
9543,SATNA,RAMNAGAR,MANKAHRI,2025-2026,Ongoing,1712007002/IF/IAY/5785613,Construction of PMAY-G House for Individuals -PMAY-G REG. NO. MP150116239,PMAY-G,23490,0,23490,0,0,0,0,0,0,0,0,0,0
9544,SATNA,RAMNAGAR,MANKAHRI,2025-2026,Ongoing,1712007002/IF/IAY/5785751,Construction of PMAY-G House for Individuals -PMAY-G REG. NO. MP106975423,PMAY-G,23490,0,23490,0,0,0,0,0,0,0,0,0,0
9545,SATNA,RAMNAGAR,MANKAHRI,2025-2026,Ongoing,1712007002/IF/IAY/5785833,Construction of PMAY-G House for Individuals -PMAY-G REG. NO. MP128183053,PMAY-G,23490,0,23490,0,0,0,0,0,0,0,0,0,0
9546,SATNA,RAMNAGAR,MANKAHRI,2025-2026,Ongoing,1712007002/IF/IAY/5785924,Construction of PMAY-G House for Individuals -PMAY-G REG. NO. MP150613271,PMAY-G,23490,0,23490,0,0,0,0,0,0,0,0,0,0
9547,SATNA,RAMNAGAR,MANKAHRI,2025-2026,Ongoing,1712007002/IF/IAY/5786121,Construction of PMAY-G House for Individuals -PMAY-G REG. NO. MP150130945,PMAY-G,23490,0,23490,0,0,0,0,0,0,0,0,0,0
9548,SATNA,RAMNAGAR,MANKAHRI,2025-2026,Ongoing,1712007002/IF/IAY/5786334,Construction of PMAY-G House for Individuals -PMAY-G REG. NO. MP128213201,PMAY-G,23490,0,23490,0,0,0,0,0,0,0,0,0,0
9549,SATNA,RAMNAGAR,MANKAHRI,2025-2026,Ongoing,1712007002/IF/IAY/5786619,Construction of PMAY-G House for Individuals -PMAY-G REG. NO. MP106888649,PMAY-G,23490,0,23490,0,0,0,0,0,0,0,0,0,0
9550,SATNA,RAMNAGAR,MANKAHRI,2025-2026,Ongoing,1712007002/IF/IAY/5786643,Construction of PMAY-G House for Individuals -PMAY-G REG. NO. MP150088062,PMAY-G,23490,0,23490,0,0,0,0,0,0,0,0,0,0
9551,SATNA,RAMNAGAR,MANKAHRI,2025-2026,Ongoing,1712007002/IF/IAY/5786692,Construction of PMAY-G House for Individuals -PMAY-G REG. NO. MP150658239,PMAY-G,23490,0,23490,0,0,0,0,0,0,0,0,0,0
9552,SATNA,RAMNAGAR,MANKAHRI,2025-2026,Ongoing,1712007002/IF/IAY/5786693,Construction of PMAY-G House for Individuals -PMAY-G REG. NO. MP150658672,PMAY-G,23490,0,23490,0,0,0,0,0,0,0,0,0,0
9553,SATNA,RAMNAGAR,MANKAHRI,2024-2025,Ongoing,1712007002/RS/22012035136810,PCC NALI NIRMAN KARYA DHAKKAN SAHITANUSUIYA SAKET KE GAHR SE BANSHILAL SAKET KE GHAR KI OR,Pcc Road & Coverd Nali,100000,0,100000,0,0,0,0,0,0,0,0,0,0
9554,SATNA,RAMNAGAR,MARYADPUR,2023-2024,Ongoing,1712007054/AV/22012034639355,आगन वाड़ी भवन निर्माण चौरहान तोला में ग्राम पंचायत मर्यादपुर,Anganwadi,170000,0,950000,0,0,0,0,0,0,0,0,0,0
9555,SATNA,RAMNAGAR,MARYADPUR,2023-2024,Ongoing,1712007054/AV/22012034654606,वाटर टैक कार्य गडरियान टोला सोनवर्षा मर्यादपुर,Other,16638,0,16638,0,0,0,0,0,0,0,0,0,0
9556,SATNA,RAMNAGAR,MARYADPUR,2023-2024,Ongoing,1712007054/FP/22012034639515,नाली निर्माण अरुण पाण्डेय के घर से राजेश गुप्ता के घर की ओर मर्यादपुर,Pcc Road & Coverd Nali,88000,0,88000,0,0,0,0,0,0,0,0,0,0
9557,SATNA,RAMNAGAR,MARYADPUR,2025-2026,Ongoing,1712007054/IF/IAY/5771443,Construction of PMAY-G House for Individuals -PMAY-G REG. NO. MP149541189,PMAY-G,23490,0,23490,0,0,0,0,0,0,0,0,0,0
9558,SATNA,RAMNAGAR,MARYADPUR,2025-2026,Ongoing,1712007054/IF/IAY/5772039,Construction of PMAY-G House for Individuals -PMAY-G REG. NO. MP149657668,PMAY-G,23490,0,23490,0,0,0,0,0,0,0,0,0,0
9559,SATNA,RAMNAGAR,MARYADPUR,2025-2026,Ongoing,1712007054/IF/IAY/5772991,Construction of PMAY-G House for Individuals -PMAY-G REG. NO. MP149532894,PMAY-G,23490,0,23490,0,0,0,0,0,0,0,0,0,0
9560,SATNA,RAMNAGAR,MARYADPUR,2025-2026,Ongoing,1712007054/IF/IAY/5773032,Construction of PMAY-G House for Individuals -PMAY-G REG. NO. MP151001058,PMAY-G,23490,0,23490,6300,0,0,0,0,0,0,0,21,21
9561,SATNA,RAMNAGAR,MASAMASI,2023-2024,Ongoing,1712007013/AV/22012034646265,पुलिया निर्माण रामलोचन पटेल के घर के पास मसमासी,Puliya,38000,0,38000,0,0,0,0,0,0,0,0,0,0
9562,SATNA,RAMNAGAR,MASAMASI,2021-2022,Ongoing,1712007013/IF/22012034694219,KAPILDHARA KOOP NIRMAN KAMLA PRASAD /BIHARILAL,Kapil Dhara,115226.72,153709.59,269102,0,0,0,0,0,0,0,0,0,0
9563,SATNA,RAMNAGAR,MASAMASI,2025-2026,Ongoing,1712007013/IF/IAY/5704975,Construction of PMAY-G House for Individuals -PMAY-G REG. NO. MP124052177,PMAY-G,23490,0,23490,0,0,0,0,0,0,0,0,0,0
9564,SATNA,RAMNAGAR,MASAMASI,2025-2026,Ongoing,1712007013/IF/IAY/5863757,Construction of PMAY-G House for Individuals -PMAY-G REG. NO. MP143312668,PMAY-G,23490,0,23490,5957,0,0,0,0,0,0,0,21,21
9565,SATNA,RAMNAGAR,MIRGAUTI (NEW),2024-2025,Ongoing,1712007008/DP/22012034617269,वृक्षारोपण रोपण कार्य प्राथमिक शाला बन्नेह ग्राम पंचायत मिरगौती,Plantation,193109.85,69398.36,262508,0,0,0,0,0,0,0,0,0,0
9566,SATNA,RAMNAGAR,MIRGAUTI (NEW),2025-2026,Ongoing,1712007008/IF/22012035583417,एक बगियाँ माँ के नाम मनीषा पटेल मिरगौती,Ek Bagiya,68860.05,73306.62,142168,0,0,0,0,0,0,0,0,0,0
9567,SATNA,RAMNAGAR,MIRGAUTI (NEW),2025-2026,Ongoing,1712007008/IF/22012035604879,एक बागियां माँ के नाम किरण पटेल मंगलम स्व सहायता समूह मिरगौती,Ek Bagiya,144530.1,138389.25,282921,0,0,0,0,0,0,0,0,0,0
9568,SATNA,RAMNAGAR,MIRGAUTI (NEW),2026-2027,Ongoing,1712007008/IF/IAY/5884006,Construction of PMAY-G House for Individuals -PMAY-G REG. NO. MP129688924,PMAY-G,23490,0,23490,6300,0,0,0,0,0,0,0,21,21
9569,SATNA,RAMNAGAR,MIRGAUTI (NEW),2026-2027,Ongoing,1712007008/IF/IAY/5884050,Construction of PMAY-G House for Individuals -PMAY-G REG. NO. MP149218630,PMAY-G,23490,0,23490,0,0,0,0,0,0,0,0,0,0
9570,SATNA,RAMNAGAR,MIRGAUTI (NEW),2026-2027,Ongoing,1712007008/IF/IAY/5884054,Construction of PMAY-G House for Individuals -PMAY-G REG. NO. MP129692283,PMAY-G,23490,0,23490,6300,0,0,0,0,0,0,0,21,21
9571,SATNA,RAMNAGAR,MIRGAUTI (NEW),2026-2027,Ongoing,1712007008/IF/IAY/5884183,Construction of PMAY-G House for Individuals -PMAY-G REG. NO. MP129686479,PMAY-G,23490,0,23490,6300,0,0,0,0,0,0,0,21,21
9572,SATNA,RAMNAGAR,MIRGAUTI (NEW),2026-2027,Ongoing,1712007008/IF/IAY/5884199,Construction of PMAY-G House for Individuals -PMAY-G REG. NO. MP125187337,PMAY-G,23490,0,23490,6300,0,0,0,0,0,0,0,21,21
9573,SATNA,RAMNAGAR,MIRGAUTI (NEW),2026-2027,Ongoing,1712007008/IF/IAY/5884213,Construction of PMAY-G House for Individuals -PMAY-G REG. NO. MP123715322,PMAY-G,23490,0,23490,6300,0,0,0,0,0,0,0,21,21
9574,SATNA,RAMNAGAR,MIRGAUTI (NEW),2026-2027,Ongoing,1712007008/IF/IAY/5884218,Construction of PMAY-G House for Individuals -PMAY-G REG. NO. MP113788228,PMAY-G,23490,0,23490,6300,0,0,0,0,0,0,0,21,21
9575,SATNA,RAMNAGAR,MIRGAUTI (NEW),2026-2027,Ongoing,1712007008/IF/IAY/5884282,Construction of PMAY-G House for Individuals -PMAY-G REG. NO. MP113804888,PMAY-G,23490,0,23490,0,0,0,0,0,0,0,0,0,0
9576,SATNA,RAMNAGAR,MIRGAUTI (NEW),2026-2027,Ongoing,1712007008/IF/IAY/5884313,Construction of PMAY-G House for Individuals -PMAY-G REG. NO. MP149217932,PMAY-G,23490,0,23490,6300,0,0,0,0,0,0,0,21,21
9577,SATNA,RAMNAGAR,MIRGAUTI (NEW),2026-2027,Ongoing,1712007008/IF/IAY/5884371,Construction of PMAY-G House for Individuals -PMAY-G REG. NO. MP113804810,PMAY-G,23490,0,23490,6300,0,0,0,0,0,0,0,21,21
9578,SATNA,RAMNAGAR,MIRGAUTI (NEW),2026-2027,Ongoing,1712007008/IF/IAY/5884503,Construction of PMAY-G House for Individuals -PMAY-G REG. NO. MP113789505,PMAY-G,23490,0,23490,0,0,0,0,0,0,0,0,0,0
9579,SATNA,RAMNAGAR,MIRGAUTI (NEW),2026-2027,Ongoing,1712007008/IF/IAY/5884718,Construction of PMAY-G House for Individuals -PMAY-G REG. NO. MP113788419,PMAY-G,23490,0,23490,6300,0,0,0,0,0,0,0,21,21
9580,SATNA,RAMNAGAR,MIRGAUTI (NEW),2026-2027,Ongoing,1712007008/IF/IAY/5884776,Construction of PMAY-G House for Individuals -PMAY-G REG. NO. MP129661083,PMAY-G,23490,0,23490,6300,0,0,0,0,0,0,0,21,21
9581,SATNA,RAMNAGAR,MIRGAUTI (NEW),2026-2027,Ongoing,1712007008/IF/IAY/5884804,Construction of PMAY-G House for Individuals -PMAY-G REG. NO. MP129686052,PMAY-G,23490,0,23490,6300,0,0,0,0,0,0,0,21,21
9582,SATNA,RAMNAGAR,MIRGAUTI (NEW),2026-2027,Ongoing,1712007008/IF/IAY/5884827,Construction of PMAY-G House for Individuals -PMAY-G REG. NO. MP123740738,PMAY-G,23490,0,23490,6300,0,0,0,0,0,0,0,21,21
9583,SATNA,RAMNAGAR,MIRGAUTI (NEW),2026-2027,Ongoing,1712007008/IF/IAY/5884893,Construction of PMAY-G House for Individuals -PMAY-G REG. NO. MP149217944,PMAY-G,23490,0,23490,6300,0,0,0,0,0,0,0,21,21
9584,SATNA,RAMNAGAR,MIRGAUTI (NEW),2026-2027,Ongoing,1712007008/IF/IAY/5885041,Construction of PMAY-G House for Individuals -PMAY-G REG. NO. MP113789075,PMAY-G,23490,0,23490,6300,0,0,0,0,0,0,0,21,21
9585,SATNA,RAMNAGAR,MIRGAUTI (NEW),2026-2027,Ongoing,1712007008/IF/IAY/5894346,Construction of PMAY-G House for Individuals -PMAY-G REG. NO. MP125205111,PMAY-G,23490,0,23490,6300,0,0,0,0,0,0,0,21,21
9586,SATNA,RAMNAGAR,MIRGAUTI (NEW),2026-2027,Ongoing,1712007008/IF/IAY/5894531,Construction of PMAY-G House for Individuals -PMAY-G REG. NO. MP129654722,PMAY-G,23490,0,23490,0,0,0,0,0,0,0,0,0,0
9587,SATNA,RAMNAGAR,MIRGAUTI (NEW),2026-2027,Ongoing,1712007008/IF/IAY/5894611,Construction of PMAY-G House for Individuals -PMAY-G REG. NO. MP113800265,PMAY-G,23490,0,23490,6300,0,0,0,0,0,0,0,21,21
9588,SATNA,RAMNAGAR,MIRGAUTI (NEW),2026-2027,Ongoing,1712007008/IF/IAY/5894652,Construction of PMAY-G House for Individuals -PMAY-G REG. NO. MP123733857,PMAY-G,23490,0,23490,6300,0,0,0,0,0,0,0,21,21
9589,SATNA,RAMNAGAR,MIRGAUTI (NEW),2026-2027,Ongoing,1712007008/IF/IAY/5894771,Construction of PMAY-G House for Individuals -PMAY-G REG. NO. MP122849134,PMAY-G,23490,0,23490,0,0,0,0,0,0,0,0,0,0
9590,SATNA,RAMNAGAR,MIRGAUTI (NEW),2026-2027,Ongoing,1712007008/IF/IAY/5894912,Construction of PMAY-G House for Individuals -PMAY-G REG. NO. MP149217775,PMAY-G,23490,0,23490,0,0,0,0,0,0,0,0,0,0
9591,SATNA,RAMNAGAR,MIRGAUTI (NEW),2026-2027,Ongoing,1712007008/IF/IAY/5894914,Construction of PMAY-G House for Individuals -PMAY-G REG. NO. MP149217827,PMAY-G,23490,0,23490,6300,0,0,0,0,0,0,0,21,21
9592,SATNA,RAMNAGAR,MIRGAUTI (NEW),2026-2027,Ongoing,1712007008/IF/IAY/5894915,Construction of PMAY-G House for Individuals -PMAY-G REG. NO. MP149218648,PMAY-G,23490,0,23490,6300,0,0,0,0,0,0,0,21,21
9593,SATNA,RAMNAGAR,MIRGAUTI (NEW),2026-2027,Ongoing,1712007008/IF/IAY/5894916,Construction of PMAY-G House for Individuals -PMAY-G REG. NO. MP149218678,PMAY-G,23490,0,23490,6300,0,0,0,0,0,0,0,21,21
9594,SATNA,RAMNAGAR,MIRGAUTI (NEW),2026-2027,Ongoing,1712007008/IF/IAY/5895010,Construction of PMAY-G House for Individuals -PMAY-G REG. NO. MP123699038,PMAY-G,23490,0,23490,6300,0,0,0,0,0,0,0,21,21
9595,SATNA,RAMNAGAR,MIRGAUTI (NEW),2026-2027,Ongoing,1712007008/IF/IAY/5895165,Construction of PMAY-G House for Individuals -PMAY-G REG. NO. MP123707522,PMAY-G,23490,0,23490,6300,0,0,0,0,0,0,0,21,21
9596,SATNA,RAMNAGAR,MIRGAUTI (NEW),2026-2027,Ongoing,1712007008/IF/IAY/5895167,Construction of PMAY-G House for Individuals -PMAY-G REG. NO. MP123715485,PMAY-G,23490,0,23490,0,0,0,0,0,0,0,0,0,0
9597,SATNA,RAMNAGAR,MIRGAUTI (NEW),2026-2027,Ongoing,1712007008/IF/IAY/5895168,Construction of PMAY-G House for Individuals -PMAY-G REG. NO. MP123715972,PMAY-G,23490,0,23490,6300,0,0,0,0,0,0,0,21,21
9598,SATNA,RAMNAGAR,MIRGAUTI (NEW),2026-2027,Ongoing,1712007008/IF/IAY/5895400,Construction of PMAY-G House for Individuals -PMAY-G REG. NO. MP113788460,PMAY-G,23490,0,23490,0,0,0,0,0,0,0,0,0,0
9599,SATNA,RAMNAGAR,MIRGAUTI (NEW),2026-2027,Ongoing,1712007008/IF/IAY/5895401,Construction of PMAY-G House for Individuals -PMAY-G REG. NO. MP113789676,PMAY-G,23490,0,23490,6300,0,0,0,0,0,0,0,21,21
9600,SATNA,RAMNAGAR,MIRGAUTI (NEW),2026-2027,Ongoing,1712007008/IF/IAY/5895607,Construction of PMAY-G House for Individuals -PMAY-G REG. NO. MP123717471,PMAY-G,23490,0,23490,6300,0,0,0,0,0,0,0,21,21
9601,SATNA,RAMNAGAR,MIRGAUTI (NEW),2026-2027,Ongoing,1712007008/IF/IAY/5895608,Construction of PMAY-G House for Individuals -PMAY-G REG. NO. MP123720019,PMAY-G,23490,0,23490,6300,0,0,0,0,0,0,0,21,21
9602,SATNA,RAMNAGAR,MIRGAUTI (NEW),2026-2027,Ongoing,1712007008/IF/IAY/5896091,Construction of PMAY-G House for Individuals -PMAY-G REG. NO. MP149215333,PMAY-G,23490,0,23490,6300,0,0,0,0,0,0,0,21,21
9603,SATNA,RAMNAGAR,MIRGAUTI (NEW),2026-2027,Ongoing,1712007008/IF/IAY/5896094,Construction of PMAY-G House for Individuals -PMAY-G REG. NO. MP149217143,PMAY-G,23490,0,23490,0,0,0,0,0,0,0,0,0,0
9604,SATNA,RAMNAGAR,MIRGAUTI (NEW),2026-2027,Ongoing,1712007008/IF/IAY/5896197,Construction of PMAY-G House for Individuals -PMAY-G REG. NO. MP148717544,PMAY-G,23490,0,23490,6300,0,0,0,0,0,0,0,21,21
9605,SATNA,RAMNAGAR,MIRGAUTI (NEW),2026-2027,Ongoing,1712007008/IF/IAY/5896334,Construction of PMAY-G House for Individuals -PMAY-G REG. NO. MP129671551,PMAY-G,23490,0,23490,0,0,0,0,0,0,0,0,0,0
9606,SATNA,RAMNAGAR,MIRGAUTI (NEW),2026-2027,Ongoing,1712007008/IF/IAY/5896336,Construction of PMAY-G House for Individuals -PMAY-G REG. NO. MP149214737,PMAY-G,23490,0,23490,6300,0,0,0,0,0,0,0,21,21
9607,SATNA,RAMNAGAR,MIRGAUTI (NEW),2026-2027,Ongoing,1712007008/IF/IAY/5896337,Construction of PMAY-G House for Individuals -PMAY-G REG. NO. MP149214957,PMAY-G,23490,0,23490,6300,0,0,0,0,0,0,0,21,21
9608,SATNA,RAMNAGAR,MIRGAUTI (NEW),2026-2027,Ongoing,1712007008/IF/IAY/5896361,Construction of PMAY-G House for Individuals -PMAY-G REG. NO. MP125181126,PMAY-G,23490,0,23490,6300,0,0,0,0,0,0,0,21,21
9609,SATNA,RAMNAGAR,MIRGAUTI (NEW),2026-2027,Ongoing,1712007008/IF/IAY/5896385,Construction of PMAY-G House for Individuals -PMAY-G REG. NO. MP149214966,PMAY-G,23490,0,23490,6300,0,0,0,0,0,0,0,21,21
9610,SATNA,RAMNAGAR,MIRGAUTI (NEW),2026-2027,Ongoing,1712007008/IF/IAY/5896386,Construction of PMAY-G House for Individuals -PMAY-G REG. NO. MP123710051,PMAY-G,23490,0,23490,6300,0,0,0,0,0,0,0,21,21
9611,SATNA,RAMNAGAR,MIRGAUTI (NEW),2026-2027,Ongoing,1712007008/IF/IAY/5896387,Construction of PMAY-G House for Individuals -PMAY-G REG. NO. MP129685300,PMAY-G,23490,0,23490,6300,0,0,0,0,0,0,0,21,21
9612,SATNA,RAMNAGAR,MIRGAUTI (NEW),2026-2027,Ongoing,1712007008/IF/IAY/5896389,Construction of PMAY-G House for Individuals -PMAY-G REG. NO. MP129911429,PMAY-G,23490,0,23490,0,0,0,0,0,0,0,0,0,0
9613,SATNA,RAMNAGAR,MIRGAUTI (NEW),2026-2027,Ongoing,1712007008/IF/IAY/5896390,Construction of PMAY-G House for Individuals -PMAY-G REG. NO. MP130091691,PMAY-G,23490,0,23490,6300,0,0,0,0,0,0,0,21,21
9614,SATNA,RAMNAGAR,MIRGAUTI (NEW),2026-2027,Ongoing,1712007008/IF/IAY/5897271,Construction of PMAY-G House for Individuals -PMAY-G REG. NO. MP123724292,PMAY-G,23490,0,23490,0,0,0,0,0,0,0,0,0,0
9615,SATNA,RAMNAGAR,MIRGAUTI (NEW),2026-2027,Ongoing,1712007008/IF/IAY/5897272,Construction of PMAY-G House for Individuals -PMAY-G REG. NO. MP123724476,PMAY-G,23490,0,23490,6300,0,0,0,0,0,0,0,21,21
9616,SATNA,RAMNAGAR,MIRGAUTI (NEW),2026-2027,Ongoing,1712007008/IF/IAY/5897478,Construction of PMAY-G House for Individuals -PMAY-G REG. NO. MP113789706,PMAY-G,23490,0,23490,2100,0,0,0,0,0,0,0,7,7
9617,SATNA,RAMNAGAR,MIRGAUTI (NEW),2026-2027,Ongoing,1712007008/IF/IAY/5897479,Construction of PMAY-G House for Individuals -PMAY-G REG. NO. MP113789751,PMAY-G,23490,0,23490,6300,0,0,0,0,0,0,0,21,21
9618,SATNA,RAMNAGAR,MIRGAUTI (NEW),2026-2027,Ongoing,1712007008/IF/IAY/5897636,Construction of PMAY-G House for Individuals -PMAY-G REG. NO. MP129674392,PMAY-G,23490,0,23490,6300,0,0,0,0,0,0,0,21,21
9619,SATNA,RAMNAGAR,MIRGAUTI (NEW),2026-2027,Ongoing,1712007008/IF/IAY/6104742,Construction of PMAY-G House for Individuals -PMAY-G REG. NO. MP127076162,PMAY-G,23490,0,23490,6300,0,0,0,0,0,0,0,21,21
9620,SATNA,RAMNAGAR,MIRGAUTI (NEW),2026-2027,Ongoing,1712007008/IF/IAY/6106868,Construction of PMAY-G House for Individuals -PMAY-G REG. NO. MP123725846,PMAY-G,23490,0,23490,6300,0,0,0,0,0,0,0,21,21
9621,SATNA,RAMNAGAR,MIRGAUTI (NEW),2023-2024,Ongoing,1712007008/RC/22012034655655,PCC RODE NIRMAN KARY RAMLAKHAN SAKET KE GHAR SE KAMLESH SAKET KE GHAR KI OR GRAM MIRGAUTI,Pcc Road & Coverd Nali,27000,0,180000,0,0,0,0,0,0,0,0,0,0
9622,SATNA,RAMNAGAR,MURTIHAI,2024-2025,Ongoing,1712007064/DP/22012034624513,वृक्षारोपण कार्य प्राथमिक शाला गोदहाटोला ग्राम पंचायत मुर्तिहाई,Plantation,38710.86,19471.89,58183,0,0,0,0,0,0,0,0,0,0
9623,SATNA,RAMNAGAR,MURTIHAI,2024-2025,Ongoing,1712007064/DP/22012034624520,वृक्षारोपण कार्य पंचायत भवन में ग्रामपंचायत मुर्तिहाई,Plantation,19379.12,13796.93,33176,0,0,0,0,0,0,0,0,0,0
9624,SATNA,RAMNAGAR,MURTIHAI,2025-2026,Ongoing,1712007064/IF/22012035466247,Khet tallab nirman vinod bais/rampiyare bais,Khet Talab,59885.599999999999,31648.54,91534,0,0,0,0,0,0,0,0,0,0
9625,SATNA,RAMNAGAR,MURTIHAI,2025-2026,Ongoing,1712007064/IF/22012035655558,एक बगिया मॉ के नाम हितग्राही रा रोमवती सिंहशनी स्व सहायता समूह17001093180 गोडहाटोला ग्चायत मूर्तिहाई,Ek Bagiya,55297.77,79702.09,135000,0,0,0,0,0,0,0,0,0,0
9626,SATNA,RAMNAGAR,MURTIHAI,2025-2026,Ongoing,1712007064/IF/22012035655559,एक बगिया मॉ के नाम हितग्राही श्रीमती सचिन सिंह आरती अजी0 स्व सहा0समूह393637 गोडहाटोला मूर्तिहाई,Ek Bagiya,55297.77,79702.09,135000,0,0,0,0,0,0,0,0,0,0
9627,SATNA,RAMNAGAR,MURTIHAI,2025-2026,Ongoing,1712007064/IF/22012035655716,एक बगिया मॉ के नाम हितग्राही शशी सिंह सूरज अजी0 स्व सहायता समूह गोडहाटोला ग्रा0 पंचा0 मूर्तिहाई,Ek Bagiya,55297.77,79702.09,135000,0,0,0,0,0,0,0,0,0,0
9628,SATNA,RAMNAGAR,MURTIHAI,2025-2026,Ongoing,1712007064/IF/22012035658295,एक बगिया मॉ के नाम हितग्राही केमलाबाई सिंह गोड दीपांजली अजी0 स्वसहा0समूह167309506ग्रामपंचायतमूर्तिहई,Ek Bagiya,55297.77,79702.09,135000,0,0,0,0,0,0,0,0,0,0
9629,SATNA,RAMNAGAR,MURTIHAI,2021-2022,Ongoing,1712007064/IF/IAY/3392823,Construction of PMAY-G House for Individuals -PMAY-G REG. NO. MP3376828,PMAY-G,23490,0,23490,0,0,0,0,0,0,0,0,0,0
9630,SATNA,RAMNAGAR,MURTIHAI,2021-2022,Ongoing,1712007064/IF/IAY/3619121,Construction of PMAY-G House for Individuals -PMAY-G REG. NO. MP5664408,PMAY-G,23490,0,23490,0,0,0,0,0,0,0,0,0,0
9631,SATNA,RAMNAGAR,MURTIHAI,2025-2026,Ongoing,1712007064/WC/22012035321862,contoor tranch nirman karye godahatola,ContourTrench,342950.01,47880.95,390831,5700,0,0,0,0,0,0,0,19,19
9632,SATNA,RAMNAGAR,NADO,2018-2019,Ongoing,1712007020/AV/22012034372171,Anganwadi Bhawan Nirman Gram Nado,Anganwadi,180000,0,780000,0,0,0,0,0,0,0,0,0,0
9633,SATNA,RAMNAGAR,NADO,2024-2025,Ongoing,1712007020/DP/22012034617325,वृक्षारोपण नया पंचायत भवन नादो,Plantation,133479.26,107756.93,241236,0,0,0,0,0,0,0,0,0,0
9634,SATNA,RAMNAGAR,NADO,2025-2026,Ongoing,1712007020/IF/22012035340526,JGSA2025 Khet talab nirman kary umesh sahu/lachiman sahu nado,Khet Talab,138532.19,46717.19,185249,0,0,0,0,0,0,0,0,0,0
9635,SATNA,RAMNAGAR,NADO,2025-2026,Ongoing,1712007020/IF/22012035385253,JGSA2025 Khet talab nirman kary surendra prasad dwivedi s/o kashi prasad dwivedi,Khet Talab,138532.19,46717.19,185249,0,0,0,0,0,0,0,0,0,0
9636,SATNA,RAMNAGAR,NADO,2025-2026,Ongoing,1712007020/IF/22012035508141,JGSA KHET TALAB NIRMAN KARY ASHOK / PHOOL SINGH KE KHET MAI NADO,Khet Talab,59885.599999999999,31648.54,91534,0,0,0,0,0,0,0,0,0,0
